τριάριοι,triarii:0.455074092414
ὑποκλάω,profringo:0.554274367959,suffringo:0.51912325378
χρηστήριος,oraculum:0.173506696466
μεμπτός,contemptibilis:0.391407769185
ἀπαγγελία,relatus:0.393295752429
ὑποκαθίημι,prox:0.215783452981
ἀπανύω,emboliaria:0.256908728254
οἰκίσκος,conclaue:0.378123773301
σποδόομαι,cinerosus:0.439492865954
διακαρτερέω,ingesto:0.340191138511
στίβη,pruina:0.336156170386
προσγυμναστής,palaestes:0.659487832341,luctator:0.470839002124
παντοῖος,omnimodus:0.543118574927
κιρροειδής,sufflauus:0.746077167008,luteolus:0.643509614669
ἀντιφυλάσσω,offlecto:0.480825894552,detorno:0.480551824727
καταπίνω,deuoro:0.630742474167,hirundo:0.523595555796
φιλοτίμημα,iactantia:0.245905013349
οὐδαμῶς,decoctum:0.527802968926
πανάκεια,opopanax:0.252561637063
εὐγενής,generosus:0.502551922871
προδυστυχέω,infortunatus:0.759182073084
διέκροος,permeatus:0.363378256747
συγκαταφθείρω,uniuersaliter:0.27125378352
ἀρσενοπληθής,coartatio:0.437576472234
δολιχεγχής,orthocissos:0.364162090151
εὐχή,uotum:0.394121519126
γνώμη,sententia:0.27046900078
κατακαλύπτω,operto:0.328293377905
μονομαχέω,depugno:0.444268088926
δυσηχής,lupanar:0.416033389941
ἐνόχλησις,molestia:0.215818925683
εὔοδος,parabilis:0.271431155382
πιλίον,uinctura:0.590789455434,ligamen:0.578625412143
θηλυγόνος,inducula:0.384735947961
εὐτολμία,audentia:0.496980048393
πόρκος,lelepris:0.278085205779
ἄνθινος,floridus:0.26689801032
θαλπιάω,recalfacio:0.508871089531,recaleo:0.502823151287
διασκοπέω,conspicillum:0.511199395878
σπαδίζω,circumscindo:0.518510470519
ἐπιστάσιον,quattuoruiratus:0.824907638278,ducena:0.770721408002
κρήδεμνον,obnubo:0.420474961456
βιβλιοθήκη,bibliotheca:0.432600505635
χαλαστήρια,immissio:0.300044020855
ἀέθλιος,cursura:0.394609518398
ἀσύφηλος,perdelirus:0.392890370458
ἀμφοτερόπλοος,utrobique:0.281137143
ἱπποφορβέω,equinus:0.48774645833
ἐναριθμέω,floccus:0.36225364146
μελισταγής,mellitulus:0.576865585263,mulseus:0.565958116889
μικρολόγος,gerrae:0.29620580938
πλουτοφόρος,ditiae:0.642587346731,opulentitas:0.598778378264
ἐξευλαβέομαι,concustodio:0.631039947294,asseruo:0.489668653923
ἐναγκυλάω,loreus:0.33163213127
ἄποινα,redempto:0.231698662109
δυσοσμία,oboleo:0.544253118803,feteo:0.538351610663
διαρρύδαν,euanidus:0.554288394074,manamen:0.494863669682
συοκτόνος,suarius:0.430661278079
ἀντεγκαλέω,restipulatio:0.366506959803
δαμάζω,expugno:0.353988596453
ναύκραρος,primicerius:0.286167891258
ἄθεος,ambrosia:0.194315987578
μιαίφονος,interfectrix:0.395542844875
ὀδύσσομαι,perodi:0.202179046292
ἐπιστάσιος,publicarius:0.312090587657
ὁμόταφος,semisepultus:0.704899032676,praesepultus:0.687172662668
καρδιώσσω,uermina:0.603652030086
ὑποστήριγμα,statumino:0.486347286421
ἐπιπροφέρω,prouerto:0.422466884162
παρασπονδέω,effringo:0.357318595865
ὑδρόεις,amasiunculus:0.396170603986
εὐηφενής,peculiosus:0.495502744912
ἐξανανεόομαι,recentor:0.644032905692
συνελέγχω,redarguo:0.175557809008
εὐκατάφορος,sublucanus:0.413217792773
εὔογκος,grandiculus:0.32964854698
ἀπόσσυτος,decubo:0.211302850114
δασμοφορέω,tributarius:0.474546209514
κεκριμένως,persciens:0.261588736704
ἀπόμουσος,arche:0.193038998376
τητάομαι,inopiosus:0.458685244799
παραγυμνόω,discooperio:0.529747642341
ὀλιγόσιτος,baubor:0.359222995323
ὀξυρεγμιάω,lientericus:0.272399981354
κακωδία,uisium:0.756076767369
κατασκελής,perarduus:0.342236003392
ὁπλέω,praesentarius:0.378286060297
ἐξευπορέω,adinuenio:0.374258090243
ἄψορρος,retrouersus:0.552457529778
ὑπόταξις,extractorius:0.244778618064
ὁροθεσία,metarius:0.365187725975
προσπηδάω,assilio:0.350523644277
λεβηρίς,dasypus:0.372804546515
εὐκαρπία,feracitas:0.941622311429,fetifer:0.516461206365
προαιρετικός,antehabeo:0.188377782346
καταπετάννυμι,diuexus:0.702624003459,supersterno:0.682924401392
ἠπύτα,exclamatio:0.441005747163
ἐπικαταβαίνω,beto:0.517556529331
ὑπερβιάζομαι,contonat:0.34254789328
σφαιρωτός,praepilatus:0.424884041208
ἀργήεις,nitefacio:0.635117431189,papaueratus:0.597667443773
δευτερόω,itero:0.412060347749
πηλαμυδεῖον,halieuticus:0.23957836912
παροπλίζω,dearmo:0.569398075819
κορδακισμός,saltabundus:0.60660013165,saltatorius:0.478272241672
δυσχώρητος,perarduus:0.32672722254
ἀλοητός,arealis:0.551006592233
δειλαίνω,muricidus:0.412649142311
προηγορέω,fornicatim:0.219907671679
συφεός,suile:0.861334366028
αἱματόω,sanguinarius:0.620749616377,sanguineus:0.522864777527
λόχος,insidiae:0.370086601451
περιτροχάζω,prodeambulo:0.667830886698,deambulo:0.485985375683
ἄρδις,spiculum:0.61661760766,sagittarius:0.613137721887
βηματιστής,excaecator:0.2536067838
ἀνείλησις,inclusio:0.496013809066
συνέπαινος,coagmentarius:0.308084052036
περιτρίβω,perlino:0.306868808441
περιελίσσω,circumsecus:0.451463337513
παρεκτός,exotericus:0.224764308722
σικύα,cucurbitula:0.575099179816,cucurbita:0.501079346487
βιοθρέμμων,columnatio:0.538358580798
τιτύσκομαι,scopos:0.524010510972
δυσδιάλλακτος,perdurus:0.284717184176
προγύμνασμα,exercitamentum:0.449897969756
αἰσχρολόγος,maledicax:0.35821084763
παραρρέω,praeterlabor:0.324949838484
μακεδνός,orthocissos:0.413345451154
ἐκτρέφω,nutrico:0.441177110345
συνδιαμνημονεύω,repetentia:0.456496197216
θαλασσοκράτωρ,pelagicus:0.509297559203,nauarchus:0.509114653198
κυανέω,tenebrosus:0.355517017181
μάκελλα,bipalium:0.49641873464
τριηραρχικός,ceratina:0.430609995923
ἐμβάς,calceamen:0.443698227135
ἐριόστεπτος,pactilis:0.431954727225
πρέσβις,aeuum:0.355287113473
βοή,clamor:0.380266174614
μῆον,calueo:0.746246247277,praecaluus:0.690996408437
ὑπερόπτης,spretor:0.419261980708
ἀλλᾶς,sanguiculus:0.541211392292
σοφός,sapio:0.26279196499
ἀκλήρημα,diametrum:0.398449242246
παράσιτος,desponsor:0.223064121783
πυρκαϊά,oleagineus:0.352084824217
πεζέταιροι,pedatim:0.448126102538
ἐπίηρα,peramoenus:0.23211413588
ἀνελλιπής,deliquus:0.368144950119
φιλοικοδόμος,aedificator:0.59385362778,aedificatiuncula:0.567664105801
νευρόω,eneruo:0.254685763087
ἀντιτέμνω,antidotum:0.557893366691
καίνωσις,renouamen:0.462327871904
ἀχρειόω,necesso:0.229478989997
λημάω,lippus:0.444196481602
ἀργός,florus:0.317332994143
μέμψις,reprehensio:0.396412456059
χοίρινος,porcinus:0.463107414597
σάλαξ,cribrarius:0.440774506952
μετακεράννυμι,epichysis:0.404256182487
προσαδικέω,periniurius:0.176907775172
ἐνθερμαίνω,subatio:0.434322927704
μελαγχολώδης,melancholicus:0.495745734524,pulleiaceus:0.483855224781
ἰσημερία,aequinoctium:0.429377355885
ἄλκη,alces:0.940417766981
ἄγνοια,inscitia:0.266852828488
εὐρωτιάω,mucesco:0.355511465068
ἀμφιμάσχαλος,obarmo:0.367869260935
ἀνθρώπινος,humano:0.529825228361
στρατηγέω,imperatorius:0.44297532041
περιλεσχήνευτος,chydaeus:0.203468827298
σφένδαμνος,glinon:0.310519081728
δορυξόος,factitator:0.408286765906
οἰνόμελι,thalassomeli:0.529093088758,melitinus:0.503904867314
βολβάριον,sepiola:0.803323585246,sepia:0.556116894587
καθέλκω,deturbo:0.293875173078
θαλασσόπληκτος,holosphyratus:0.544447567793
ῥιπίζω,flabello:0.638038746199
ἀποκαρτερέω,inedia:0.269531273333
ἀρχιερατικός,uaccinium:0.742776930849,betula:0.733810071655
ἀγεληκόμος,armentosus:0.488091811561
χέρνιψ,fluento:0.480198779414
μαστιγόω,flagellum:0.225440747615
καθίδρυσις,statuminatio:0.549612754204,fundamen:0.510114215518
ἑπτάζωνος,septunx:0.207716934276
αὐτοσχεδιάζω,fabulor:0.191324873463
καταπλάσσω,hygremplastrum:0.478207221008
ὄψιος,serus:0.513244451533
κρότος,plausus:0.395856064643
γειώρας,mansor:0.458996208282
ἐφελκίς,mentigo:0.359055415342
ἐπίδοξος,impetrabilis:0.209035924315
σκληφρός,gracilentus:0.658123674452,petilus:0.569885598095
εὐκοίλιος,relaxatio:0.557868855926
μέλε,amiculus:0.481728137886
οἰωνιστικός,exauspico:0.532853253128
παραφέρω,amolior:0.269183681183
πυκνόστικτος,praecrassus:0.299070445926
πανάπαλος,mollicellus:0.536916502191,tenellulus:0.528192702411
ῥιπίς,flabello:0.693978393501
πειραστικός,periclitabundus:0.288241839198
καπνός,fumo:0.191152555947
συνεκφέρω,uniuersaliter:0.247198247832
κατάδυσις,descensus:0.32793991635
περιπολίζω,motito:0.312683070975
καταστηλόω,columnatio:0.512483329197,eustylos:0.474484608856
συνήγορος,causidicina:0.405423488096
μεταρσιόω,sublimo:0.424062217342
σολοικισμός,stribligo:0.25935842079
δακρυρροέω,lacrimabundus:0.591836787974,delacrimo:0.579319148497
παρακαταβολή,sphaeristerium:0.191591474766
ποδένδυτος,septempedalis:0.312706934505
κυοφορέω,inciens:0.749200392601
ἱεροφαντέω,paedagogo:0.20758243529
μαψίδιος,incassus:0.253499089205
αὐτοσφαγής,municipatim:0.407857292014
περιφορητός,perinfamis:0.31209045776
ἑκών,quoad:0.385900803509
δριμύτης,sagacitas:0.372205934057
ἐκπυρσεύω,succendo:0.312227427837
ἀμπελουργέω,circumscindo:0.279192859324
ἀνεπιστρεψία,inopiosus:0.427995951335
ἄρμα,onusto:0.431477705229
ἐμφαντικός,linguosus:0.247249007854
πολύσταχυς,spiceus:0.467986229117
ἐποικίζω,peraedificatus:0.275202940285
θερμολουσία,lauatio:0.496123857164,lauabrum:0.471667359915
οἰκουρία,domesticatim:0.226219196415
μῶμαι,concupisco:0.240278320141
ἔφαλος,orarius:0.638067928758
μέλω,cura:0.386196491659
νομευτικός,pastoricius:0.439145771082
κυνίσκη,catellus:0.247944645629
συναράσσω,illido:0.406567740271
ἀλωπεκίζω,uulpinor:0.4940144261
τίζω,sciscitatio:0.469576079103
ἑβδομαῖος,hebdomada:0.638236327156,hebdomas:0.636677140156
φρένιτις,cerebellum:0.590985096144,ophthalmia:0.479232540481
κατάστυγνος,luctisonus:0.315954849471
μεγαλοπράγμων,semnion:0.265037502898
διαφοιτάω,recessim:0.307725863226
κοινωνία,societas:0.267178812227
κερνοφόρος,fertor:0.460425054177
καταμανθάνω,inspicio:0.396824838272
ἀκροσφαλής,labidus:0.414640567048
ἐπωμαδόν,petimen:0.740598145486,succollo:0.730330545849
ἀρρώστημα,aegror:0.640821342116,aegrotatio:0.639627962735
τρυτάνη,trutina:0.837483931059,compendo:0.57901418211
κατασιτέομαι,compasco:0.551767495301
ἀπορράπτω,obsuo:0.732141503941,praesuo:0.70502730345
ἐπίγειος,pastino:0.356859611869
αἰολόμολπος,pluriformis:0.310324483487
ἀνέκπλυτος,indelebilis:0.722447632162,inexstinguibilis:0.661398397229
εὐνουχοειδής,lacernatus:0.433677170877
πλάγος,latusculum:0.607595760458,pteron:0.48945255278
ἐπιχειλής,labrosus:0.363964866631
ὀβρίκαλα,iuuenculus:0.696996463857,peradulescens:0.659159337842
βατιδοσκόπος,insatietas:0.312816082177
πρόσω,procul:0.555648424057
κουροτόκος,lyciscus:0.308165384777
συγκοιμάομαι,supercubo:0.698332809027,confutuo:0.575340639473
χωρίζω,discerno:0.390120718875
ἐγγύησις,sponsalis:0.335713489632
κατάβασις,descensus:0.602765001269
ἐγκαθορμίζομαι,ancorarius:0.367163477252
μετεύχομαι,peroptato:0.457623238425
πλάστης,plastes:0.492619765948
περιπλέγδην,confertim:0.252742830304
πινακοπώλης,sabaiarius:0.232073171748
στέργω,dilectio:0.55343273341
ἀμπελοτρόφος,uinealis:0.43716927834
πανταχοῦ,omnino:0.314312472143
ἀήρ,aura:0.308161107495
λιπώδης,oleosus:0.427755065343
ἐνέχυρον,pignero:0.575429374985,oppignero:0.567767584438
σύριγμα,sibilus:0.591433986314
ἄγυρις,colliga:0.663503808344,frugilegus:0.623110455789
εὐφρόνη,pernocto:0.628410311937,euphrone:0.624671622884
ἀνδροφονία,mactatus:0.478602789068
ὡρικός,illatenus:0.290369395172
ὁπλοθήκη,scutulum:0.334938029596
συνιεροποιέω,litamen:0.587191713954
ἁγνισμός,lustramen:0.546667032609,luella:0.500034780549
ἄντανδρος,subsortior:0.400538849258
τριττύς,tripedaneus:0.508070102412,ternio:0.501507703477
ὑπόπλεος,differtus:0.345782346656
ἐξάλειπτρον,pyxidatus:0.414926378013
προτυγχάνω,primulus:0.397799266449
ναυστολέω,thalassicus:0.324934000219
συντριήραρχος,trierarchus:0.355533509886
ἀνήκεστος,remedio:0.170373714535
ὀψοδαίδαλος,magirus:0.38021726132
ἀπισχυρίζομαι,credito:0.18882218507
